1	3.10	3.12
2	5.11	4.41
3	5.45	4.22
4	4.36	3.12
5	3.56	4.03
6	5.14	2.12
7	4.06	2.22
8	5.50	2.95
9	4.92	2.34
10	3.18	4.89
11	6.47	2.11
12	5.13	3.81
13	3.77	2.18
14	4.09	3.61
15	2.31	4.04
16	4.22	3.70
17	4.38	0.99
18	3.99	2.36
19	2.74	1.71
20	3.03	4.38
21	4.16	3.07
22	3.48	2.41
23	7.08	2.95
24	3.36	2.09
25	2.62	2.32
26	5.70	2.66
27	4.48	4.02
28	2.38	3.28
29	3.48	3.65
30	3.34	3.36
31	2.44	1.70
32	3.63	0.98
33	3.10	1.53
34	3.74	3.18
35	4.60	4.07
36	2.85	2.64
37	4.82	4.44
38	4.87	2.64
39	2.85	2.35
40	4.57	2.49
41	4.17	2.41
42	3.37	2.18
43	5.37	2.65
44	4.19	5.07
45	3.51	3.71
46	3.27	3.09
47	5.29	2.13
48	2.87	1.96
49	4.74	4.97
50	4.65	3.62
51	5.87	2.88
52	3.47	2.98
53	5.98	3.13
54	3.14	4.79
55	1.77	0.96
56	5.32	2.95
57	3.22	3.26
58	3.78	3.13
59	5.31	4.03
60	3.73	3.60
61	3.89	1.30
62	4.47	4.04
63	3.92	1.49
64	4.27	3.30
65	3.04	1.51
66	2.93	2.99
67	4.33	2.19
68	4.10	3.70
69	3.21	2.78
70	2.82	3.04
71	4.72	2.29
72	5.77	4.10
73	2.95	2.69
74	3.25	3.55
75	4.26	3.47
76	3.99	2.76
77	1.27	4.28
78	4.80	3.09
79	1.82	1.82
80	4.59	3.27
81	3.47	2.06
82	5.71	3.23
83	3.79	2.71
84	3.53	3.60
85	4.61	2.63
86	6.23	3.09
87	3.62	3.18
88	1.58	3.12
89	3.36	3.95
90	4.10	3.46
91	3.31	2.94
92	3.67	2.95
93	4.41	2.25
94	4.98	2.38
95	2.80	2.88
96	4.43	2.75
97	4.13	2.21
98	3.73	1.01
99	2.76	2.66
100	2.66	1.61
101	3.50	1.47
102	6.35	0.98
103	2.99	1.87
104	1.56	4.49
105	3.35	3.82
106	4.12	3.51
107	3.68	3.23
108	1.62	3.13
109	3.51	2.11
110	3.65	1.19
111	2.71	2.60
112	4.74	2.12
113	5.42	2.10
114	3.19	3.31
115	4.19	2.50
116	3.19	4.02
117	5.39	3.07
118	4.31	1.93
119	4.29	4.12
120	4.33	3.35
121	4.05	4.16
122	4.75	2.84
123	3.83	2.82
124	4.45	3.83
125	1.25	2.18
126	3.38	1.59
127	2.39	2.06
128	2.95	4.17
129	3.55	1.38
130	4.46	4.59
131	3.11	1.52
132	4.74	1.34
133	2.87	3.62
134	3.41	3.72
135	2.99	3.03
136	3.73	2.64
137	5.16	1.84
138	5.02	4.67
139	4.86	3.89
140	2.11	5.02
141	3.24	0.08
142	4.57	3.68
143	3.16	4.36
144	2.93	1.09
145	4.97	2.57
146	5.04	3.76
147	5.04	1.30
148	4.43	0.81
149	3.01	1.46
150	4.08	4.15
151	4.48	2.23
152	3.09	3.39
153	4.17	5.10
154	2.63	2.75
155	5.22	3.56
156	4.03	2.26
157	4.60	2.06
158	3.54	1.60
159	6.05	2.54
160	4.19	2.50
161	2.76	2.53
162	4.57	2.75
163	3.74	2.02
164	3.65	3.47
165	5.95	4.61
166	3.11	2.50
167	4.04	1.76
168	3.76	3.30
169	4.40	3.66
170	2.58	2.77
171	4.01	2.68
172	3.98	3.19
173	4.83	2.04
174	3.98	2.76
175	4.25	2.97
176	5.11	2.91
177	3.09	2.17
178	4.37	4.08
179	3.11	3.20
180	5.25	2.36
181	3.54	2.08
182	3.24	2.89
183	4.62	3.37
184	3.16	2.33
185	4.28	3.70
186	4.80	1.83
187	3.06	2.27
188	3.51	3.95
189	4.41	3.64
190	1.05	2.59
191	1.83	2.77
192	4.63	3.06
193	4.86	4.03
194	3.90	2.98
195	1.98	3.64
196	2.92	2.35
197	3.76	3.07
198	3.85	2.04
199	3.21	3.24
200	3.62	3.17
201	4.65	1.00
202	5.39	1.87
203	2.19	3.49
204	3.08	2.58
205	3.68	0.46
206	4.83	2.52
207	3.18	4.03
208	3.28	1.25
209	2.88	2.07
210	3.96	3.06
211	1.86	1.65
212	4.09	3.71
213	4.98	2.37
214	4.43	3.35
215	3.31	1.37
216	4.69	5.92
217	4.52	2.97
218	4.38	2.90
219	5.59	3.14
220	5.03	0.94
221	3.35	3.09
222	4.18	3.23
223	4.95	2.69
224	4.94	3.49
225	3.88	3.45
226	5.17	4.47
227	3.49	3.27
228	3.40	1.18
229	5.22	3.88
230	5.19	2.52
231	3.85	2.29
232	4.45	1.49
233	5.48	3.53
234	2.23	1.63
235	3.39	2.86
236	5.79	3.08
237	4.65	1.82
238	3.44	4.15
239	3.30	3.74
240	5.26	3.14
241	4.08	2.49
242	4.78	1.69
243	4.22	2.67
244	4.90	3.18
245	3.54	3.49
246	3.60	2.12
247	4.51	2.11
248	3.49	4.09
249	4.97	4.58
250	3.76	2.77
251	3.98	2.46
252	4.02	3.35
253	3.16	2.83
254	4.13	0.04
255	4.57	4.16
256	3.75	2.88
257	3.76	4.31
258	4.38	0.99
259	4.11	3.02
260	5.31	5.32
261	3.61	3.48
262	4.18	2.96
263	3.77	5.38
264	3.32	1.67
265	3.96	3.04
266	5.04	2.59
267	3.76	4.13
268	1.99	2.84
269	5.06	5.55
270	3.38	3.90
271	6.22	1.42
272	4.81	1.22
273	1.81	3.18
274	4.49	3.15
275	4.18	1.15
276	3.69	2.27
277	3.76	3.99
278	6.24	5.94
279	3.93	4.52
280	4.61	1.70
281	4.31	2.66
282	3.96	2.80
283	3.68	3.16
284	4.40	1.93
285	2.98	4.77
286	4.03	3.23
287	4.65	2.80
288	4.93	3.95
289	4.37	3.41
290	4.04	3.66
291	4.90	3.05
292	3.85	4.41
293	4.12	3.85
294	4.76	2.57
295	4.87	3.38
296	2.07	3.34
297	2.72	4.22
298	4.03	4.29
299	5.47	3.28
300	3.69	2.01
301	2.63	3.50
302	3.49	3.58
303	4.62	2.55
304	5.23	3.69
305	3.07	3.44
306	4.09	2.74
307	2.67	2.55
308	4.13	2.82
309	3.03	3.66
310	2.26	1.15
311	4.14	2.54
312	4.04	3.32
313	5.15	2.89
314	1.26	1.84
315	4.65	0.83
316	4.90	3.22
317	4.11	4.64
318	3.93	3.50
319	3.28	2.93
320	5.48	5.02
321	3.47	6.06
322	4.54	5.31
323	3.55	2.60
324	1.57	2.68
325	4.85	2.70
326	3.79	3.74
327	4.19	3.83
328	3.09	3.31
329	4.37	1.41
330	3.58	3.14
331	4.25	3.05
332	2.40	2.45
333	3.75	3.11
334	3.04	2.07
335	4.97	2.95
336	3.45	3.81
337	4.40	4.56
338	4.78	4.72
339	2.86	1.69
340	4.50	3.99
341	4.49	2.73
342	3.86	0.73
343	4.67	2.06
344	4.12	2.19
345	2.62	1.81
346	4.03	2.05
347	3.73	2.26
348	3.69	2.85
349	4.43	2.74
350	4.04	1.27
351	4.22	2.00
352	5.81	1.02
353	5.27	3.12
354	5.28	3.15
355	4.77	4.51
356	3.97	4.54
357	3.72	2.45
358	4.28	2.96
359	3.17	3.11
360	5.55	1.45
361	4.55	2.52
362	3.01	2.86
363	3.53	4.35
364	4.15	3.23
365	3.33	4.79
366	4.98	4.23
367	5.25	3.33
368	3.48	2.32
369	4.50	2.65
370	3.82	2.86
371	3.33	2.71
372	4.77	3.85
373	6.09	3.50
374	4.41	1.10
375	3.41	2.47
376	5.00	2.00
377	3.29	4.26
378	5.01	2.81
379	4.68	3.86
380	2.38	2.57
381	4.04	3.41
382	5.79	3.38
383	3.95	3.65
384	6.17	3.52
385	3.28	1.70
386	4.74	4.20
387	5.49	3.16
388	4.35	3.05
389	5.16	3.75
390	4.60	3.32
391	4.13	2.36
392	3.96	1.04
393	3.07	3.65
394	5.46	3.52
395	3.34	4.20
396	2.58	1.70
397	4.58	2.75
398	5.52	4.37
399	2.66	3.15
400	5.24	3.44
401	3.78	1.91
402	5.52	2.73
403	6.81	2.00
404	4.89	2.32
405	4.14	1.96
406	4.61	4.33
407	4.77	0.94
408	2.91	3.60
409	2.61	2.34
410	3.26	3.37
411	4.87	2.41
412	3.80	5.72
413	4.01	2.66
414	3.27	2.99
415	4.33	2.24
416	4.13	4.04
417	4.82	1.41
418	5.29	5.20
419	6.07	3.20
420	2.79	4.34
421	5.15	3.78
422	3.42	2.84
423	2.07	1.76
424	2.77	1.59
425	4.55	1.91
426	2.89	4.98
427	3.24	3.94
428	3.87	3.59
429	4.13	2.02
430	2.31	1.64
431	4.38	2.38
432	5.24	2.36
433	2.83	3.86
434	5.43	1.76
435	4.49	1.91
436	4.66	4.08
437	4.34	2.86
438	4.42	2.65
439	5.63	2.80
440	3.64	2.33
441	2.57	2.97
442	3.19	0.41
443	3.89	4.18
444	3.45	3.70
445	5.25	1.88
446	4.11	2.50
447	5.19	2.77
448	4.85	2.08
449	4.51	4.35
450	5.44	2.16
451	5.73	3.42
452	5.51	2.28
453	3.68	1.92
454	3.06	2.74
455	3.56	3.71
456	4.09	1.73
457	4.73	3.33
458	4.37	2.77
459	2.55	2.19
460	1.81	1.49
461	4.36	1.19
462	4.30	3.99
463	2.31	2.41
464	4.98	0.91
465	3.62	1.11
466	2.01	6.32
467	2.87	3.29
468	3.84	3.21
469	2.66	1.86
470	3.70	4.10
471	3.68	2.64
472	5.71	4.29
473	3.31	3.03
474	4.23	2.19
475	4.54	2.95
476	3.42	4.24
477	2.53	3.63
478	3.18	3.35
479	3.66	4.08
480	3.27	3.30
481	5.09	4.75
482	2.46	1.37
483	3.98	3.62
484	4.91	3.11
485	5.14	3.38
486	4.05	2.93
487	4.36	3.74
488	3.83	3.95
489	3.46	4.35
490	1.98	1.94
491	3.99	4.41
492	3.92	1.23
493	3.72	2.05
494	3.62	2.36
495	1.35	4.46
496	3.64	3.04
497	4.43	3.03
498	3.00	3.36
499	3.24	4.28
500	3.53	4.39
